type,text
Retweet,Asumo este desafío muy feliz para representar a nuestro proyecto republicano. Las ideas no se defienden solas y desde el @PRChile estaremos presentes. Muchas gracias a todos por su cariño y mensajes 🇨🇱💪
Tweet,En el Partido Republicano seguimos avanzando y fortaleciendo nuestro equipo para construir una alternativa para Chile. ¡Bienvenida Senadora @CarmenAravenaA1 ! https://t.co/FwMxrCJEis
Retweet,"✅️¡Seguimos sumando representatividad! ¡La senadora @CarmenAravenaA1 ya es oficialmente Republicana! 👏👏👏🇨🇱

#BancadaRepublicana #RepublicanosChile https://t.co/g1dU7e3op6"
Tweet,Bienvenida Senadora Aravena al Partido Republicano! 🇨🇱
Tweet,"Presidente Boric: le quedan 44 días para hacer un cambio de gabinete y empezar a trabajar en serio por las urgencias de Chile. 

Ya perdimos un año, los chilenos no pueden esperar. https://t.co/vXx6GgWSyf"
Tweet,"Como dije hoy en la mañana, le pido como favor al senador Chahuan que no se quede en la pelea chica, Chile merece mucho más !! Por otro lado señalar que me siento orgulloso del trabajo de la bancada republicana 💪🇨🇱 https://t.co/krlVd5o0Sj"
Retweet,Se crítica lo malo y se reconoce lo bueno. https://t.co/0qp8F5L5jK
Retweet,"Conoce los resultados de la consulta ciudadana sobre la situación de endeudamiento 💵🌡️
#termómetroendeudamiento. 

➡️https://t.co/SisYdKHxkP

¡Comparte! https://t.co/CCwRljDyZT"
Tweet,Se le perdieron 100 comunas Presidente. Son 345. https://t.co/FWixuMqulN
Retweet,"Les presento a Carlos Frontaura; un destacado abogado, profesor, ex Decano de la @derechouc. Un incansable defensor de la libertad, la justicia, la democracia y la Familia. Muchas Gracias @carlosfrontaura por tu generosidad y patriotismo 🇨🇱 https://t.co/LQFpV9EfIO"
Retweet,"Conoce a Carlos Frontaura, el experto del Partido Republicano que nos representará en este nuevo proceso constituyente 🇨🇱

https://t.co/EDKrVQRSCk 👈🏼"
Retweet,Junto al diputado @Jou_Kaiser oficiamos a la contraloría general de la República para que investigue la compra de la clínica “sierra bella” por 8.000 millones de pesos. https://t.co/bkxVVtM7C2
Retweet,"La inoperancia, desproligidad y desidia del @GobiernodeChile y @Mineduc no tiene límites. Las consecuencias de una mala gestión tiene un impacto directo e irrecuperable en la calidad de vida y los aprendizajes de los niños. https://t.co/xXUnuaLaBn"
Tweet,"No era suficiente el escandalo diplomático con Argentina, ahora quiere iniciar una guerra con el Perú, respaldando implícitamente el golpe de Estado a Castillo y exigiendo una nueva Constitución. El Presidente Boric es un peligro para la seguridad nacional https://t.co/Jyc414AZfW"
Retweet,"*UN SALDO DELICTUAL INQUIETANTE*

La crisis de seguridad en Chile no tiene precedentes. Pasamos de tener los mejores indicadores de la región a experimentar un deterioro sostenido. Por eso es la primera preocupación de los ciudadanos; y debe ser la del Estado también. https://t.co/cvXZPCbHJ7"
Retweet,"➡️El legislador @agustinromero explicó que con esta iniciativa, Gobierno “ha hecho una invitación abierta a que la gente saque su plata y se vaya de este país”

➕️detalles 👇 
https://t.co/LqLt5dl8Hh https://t.co/2jFiPBIPbq"
Tweet,"El Diputado Winter acusa espionaje para tratar de defender a la Cancilleria. 

Mas parece incompetencia, ineptitud, incapacidad, falta de preparación, arrogancia, soberbia, falta de experiencia, amauterismo, etc..

No estaban preparados para gobernar."
Tweet,"Otro escándalo: incompetencia del Ministro de Educación para supervisar Junaeb, pone en riesgo a miles de estudiantes de quedarse sin colaciones, vales y computadores. ¿Acasonno pueden hacer nada bien? https://t.co/jRd0pgH6nw"
Tweet,"Mientras más se demore el Presidente en solicitar la renuncia de su Ministra de Relaciones Exteriores, más se agravará la crisis. Este gobierno hace agua por todas partes. https://t.co/0IFsuNisza"
Tweet,Con este nivel de autoridades en la #Cancilleria se entiende mejor el tipo de embajadores políticos del actual Gobierno. Como serán las conversaciones de la Canciller con esos embajadores o con el propio Presidente … https://t.co/YmQX1iW57w
Tweet,"La continuidad de la Ministra de Relaciones Exteriores es insostenible. A garabato limpio, desprolijos y poco profesionales. ¿Hasta cuándo vamos a pasar verguenza con este gobierno?"
Retweet,¿Sabes como funciona la tómbola que aniquila la libertad: SAE?  En el siguiente documento de Estudios  realizamos un análisis del estado de situación de su completa implementación 👉https://t.co/mRhq3VifYu https://t.co/ykxRLOVR0Y
Tweet,Será necesario recurrir al #PapaLeonXIII para justificar el error político de llevar a Chile a una Convención 2.0 en el siglo XXI ? https://t.co/VA840zrCO2
Tweet,Esta es la carta donde la Alcaldesa Irací Hassler ofrece pagar 4 veces el valor comercial de un edificio. Crei que hay méritos suficientes para su destitución y se requiere una investigación y acciones concretas para recuperar los 6 mil millones de pesos perdidos https://t.co/QH8f1CBuuo
Tweet,"El primer año del Presidente Boric.

2 homicidios al dia
8 violaciones al día
745 robos al dia

Lo están haciendo increible! https://t.co/Jea5dftyA4"
Retweet,"Desde el @PRChile hemos sido críticos de este segundo proceso constitucional, en cuanto a su origen y su oportunidad. 

Pero ya es una realidad y toca enfrentarlo con la seriedad que implica la defensa de nuestras ideas y principios."
Retweet,"Porque SI HAY EQUIPO para defender Chile, enfrentar la inmigración ilegal.
Vota 2 vota Kast para la lista de Consejeros Republicanos.
29 y 30 de enero elecciones internas del partido Republicano.
Pollyana Rivera consejera nacional @PRChile https://t.co/8M2cFv9oUZ"
Retweet,"Porque tener un lugar de encuentro en todo Chile es parte de nuestros desafíos #Vota2
#HayEquipo en todo Chile 💪🏻🇨🇱 
 ¡No lo olvides! Este 29 y 30 de enero, los militantes Republicanos ¡Votan 2! https://t.co/CCY3KsCo9X"
Tweet,"Hoy Argentina extiende la alfombra roja para recibir a los dictadores de Cuba y Venezuela en la Cumbre de la Celac. ¿Y quien va a aplaudir? El Presidente de Chile, Gabriel Boric. La izquierda corrupta y violadora de derechos humanos está de fiesta! https://t.co/0iWYp4bjan"
Retweet,"¿Qué sentido tiene invertir millones de dólares en estudios y trámites si, finalmente, la decisión de realizar un proyecto será política? A propósito de #Dominga , les compartimos la carta de nuestro Centro de Estudios por @andreabarrosi https://t.co/IFcgGIDD1B"
Tweet,"Chile es más pobre, más violento e inseguro que hace un año y el gobierno inepto en vez de resolver las urgencias sociales, se dedica a agrandar el Estado para profundizar su agenda ideológica. https://t.co/picWtomShW"
Tweet,Hoy la Ministra Toha confirma lo que todos sabiamos: ella sabia de los indultos hasta que se anunciaron. No se puede confiar en un gobierno que oculta la informacion y que decidió desarmar la mesa de seguridad. https://t.co/3OPyRstDeV
Retweet,"Desde cerro navia, nuestro #DiputadoRepublicano @JoseMezaPereira apoya y entrega su compromiso con la #Lista2 
La lista que encabeza @arturo_squella y @joseantoniokast https://t.co/kTGDisLNmx"
Tweet,"Soberbia,falta de conocimiento e ideologia de alcaldes FA y PC ha destruido la educación pública.Un ejemplo más es la situación del liceo Agusto D’Halmar y su director Jaime Andrade en Ñuñoa donde la alcaldesa se esmera en destruir el mejor liceo de Chile  https://t.co/XN2mszDR75"
Tweet,"En diciembre de 2022, la sociedad San Valentino SPA compró el edificio de la Clínica Sierra Bella en 2 mil millones. La Alcaldesa de Santiago, un mes después, compró el edificio en más de 8 mil millones de pesos. Esto es un potencial fraude y causal de notable abandono de deberes https://t.co/jiCDW56ExY"
Tweet,"El Subsecretario Cataldo y el Ministro Montes, salieron a proteger a la Alcaldesa, mintiendo y confundiendo a la población. El valor comercial del edificio es de 2.080 millones y la Municipalidad lo compró en 8 mil millones. Esto es gravisimo https://t.co/5yAsCZMU6G"
Retweet,"Porque #HayEquipo 
Encuentro con militantes Republicanos en #SanBernardo 
Agradecer a la lista 2✌️por su reunión informativa 

La lista de la UNIDAD ❤️ https://t.co/DTxeYS2S7q"
Tweet,"El jueves en Talcahuano, anoche en Valdivia. Dos jovenes de 18 y 19 años asesinados a balazos. 

En Chile están matando a muchas personas y el gobierno no reacciona. Tenemos un Presidente que está desconectado de la realidad y no sabe que hacer para enfrentar la delincuencia https://t.co/11NHAE4Efy"
Retweet,"La #DiputadaRepublicana @BarchiesiDip y fundadora nuestro Partido, este 29 y 30 de enero, vota por la #Lista2
¿Y tú? ¡No te olvides! En estas elecciones internas, Vota 2, vota Kast ✌🏼 https://t.co/V1lnp19Dj1"
Tweet,Los chilenos estan en grave riesgo y el Presidente Boric totalmente desconectado de la realidad que vive el pais. https://t.co/23WyqHwAtV
Tweet,Bienvenida Jacqueline! ¿Quién más@se ha sumado como militante del Partido Republicano?
Retweet,¿Quiénes son las autoridades responsables del indulto presidencial? Infórmate en el siguiente documento de estudio: El Insulto Presidencial👉 https://t.co/mNYx2PC3H4 https://t.co/07S47UNgRq
Tweet,"La Alcaldesa Iraci Hassler compró un edificio en 8 mil millones de pesos , más del doble del precio en que se vendió un mes antes. Posible acto de corrupción que tiene que ser investigado a fondo"
Retweet,"Además de largas filas en tiempo de matrícula, se suma lo injusto que resulta para estudiantes que + se esfuerzan, el no poder elegir el colegio donde estudiarán. Reforma al SAE es más urgente que nunca, esperamos que gobierno reaccione. Este INJUSTO sistema NO aguanta otro año. https://t.co/AGCAQ4QjNF"
Tweet,Democracia a medias. Quieren prohibir la franja electoral para favorecer a los grande conglomerados y al gobierno. Para una elección con voto obligatorio la franja electoral es indispensable.
Tweet,"Otro funcionario de la PDI bajo ataque. Esta vez, fue el delincuente el que murió. ¿Cuándo va a reaccionar el gobierno? ¿Cuántos funcionarios de la PDI tienen que morir para que despierten? https://t.co/AUWIrkJ4x0"
Tweet,Los chilenos tienen terror y el gobierno no hace nada. https://t.co/8FF2q2DUiW
Retweet,Bienvenida senadora @CarmenAravenaA1!
Retweet,"Le queremos dar una gran bienvenida al Partido Republicano a la senadora @CarmenAravenaA1 . 

Estamos seguros que será un gran aporte en la defensa de nuestras ideas y en el trabajo por las víctimas del terrorismo en La Araucanía. 💪🏼🇨🇱🙌🏼

#BienvenidaSenadora https://t.co/gS94slCxP3"
Retweet,"Quiero felicitar a los diputados de chilevamos, PDG e independientes que apoyaron la AC que los republicanos presentamos contra el ministro Jackson. Hoy estuvieron a la altura de lo que nuestro país espera y necesita."
Retweet,"Estoy orgulloso de la Bancada de diputados Republicanos que demostró seriedad y compromiso con Chile en esta acusación constitucional. 

A seguir promoviendo nuestras ideas y ejerciendo nuestro rol de opositores y fiscalizadores a este Gobierno."
Retweet,"Muy lamentable el rechazo a acusación constitucional de Jackson. Los niños más vulnerables siguen desprotegidos. Lo intentamos, pero gobierno negoció votos hasta último minuto. Seguiré velando por la infancia, fiscalizando y verificando que Jackson cumpla obligaciones del cargo."
Retweet,"Muy bienvenida a Republicanos senadora @CarmenAravenaA1 

Seguiremos trabajando con fuerza por la seguridad y libertad de todas las familias chilenas 💪🏻🇨🇱 https://t.co/daP3WhRfrQ"
Retweet,"🔶 #Política 

""Hoy ganó la impunidad política, hoy ha perdido la probidad en la función pública"".

Meza y rechazo de acusación a Jackson: ""Hubo presión para proteger al mejor amigo del Presidente""

Más detalles ⬇
https://t.co/JWcXPSPa1Y"
Tweet,"Se perdió la Acusación. Lamentablemente, los Diputados Eduardo Duran, Andres Celis, Joaquin Lavín, Ximena Ossandon, Francisco Pulgar, Erika Olivera y Karen Medina salvaron al Ministro Jackson de responder por sus infracciones legales y constitucionales."
Tweet,Muy bien Diputado!
Tweet,Se rechaza la cuestión previa y se pasa a discutir el fondo. Cada vez más cerca de hacer justicia constitucional. Espero que los Diputados ausentes puedan concurrir a votar y hacer efectiva la responsabilidad del Ministro Giorgio Jackson. https://t.co/e2vPLCwPXe
Tweet,"La defensa del Ministro Jackson culpa a servicios y subordinados de los errores e infracciones graves de su gestión ministerial. Se lava las manos acompañado del Ministro del Deporte, Energia, Segpres, Transporte y Economia. https://t.co/yepbktKWm0"
Tweet,"La Diputada Nuyado está con licencia y no podrá asistir. El Diputado Celis se pareó con ella, para evitar concurrir al Congreso y enfrentar la decisión de acusar al Ministro Jackson. Lamento que el Diputado Celis no asista para hacer efectiva la responsabilidad de Jackson"
Retweet,"Es un orgullo contar contigo querida @AravenaPrensa por tu calidad humana, profesional y la amistad que nos une por años. En el @PRChile trabajaremos con fuerza por nuestro país y región de la Araucanía. 
Gracias por confiar en nuestro movimiento.
#BienvenidaSenadora https://t.co/o2haqQVVxw"
Retweet,"Bienvenida al Partido Republicano senadora @CarmenAravenaA1
Tu trabajo y experiencia van a ser un gran aporte para el partido.
Los republicanos seguimos creciendo y trabajando por Chile!
@PRChile"
Tweet,"Muy bienvenida la Senadora @CarmenAravenaA1 al Partido Republicano. Vamos a trabajar juntos por la seguridad, el desarrollo agrícola y los temas urgentes de millones de chilenos. https://t.co/C3eJRDopH5"
Tweet,"Agradezco los miles de mensajes felicitándome por mis 57 años!! 🎂

Adivinen que quiero de regalo mañana!! https://t.co/fC5rgDHvpD"
Tweet,@GabrielBoric
Tweet,"Esta mañana, a primera hora, un deportista fue asesinado a balazos en el Cerro Santa Lucia. https://t.co/tXoSak28eZ"
